Tempo(s),Setpoint - Temperatura(C),Sensor - Temperatura(C),IAE - Erro absoluto,ISE - Erro Quadratico
615,"160,000000","158,50000","1,5","2,25"
616,"160,000000","158,50000","1,5","2,25"
617,"160,000000","158,50000","1,5","2,25"
618,"160,000000","157,75000","2,25","5,0625"
619,"160,000000","157,75000","2,25","5,0625"
620,"160,000000","157,75000","2,25","5,0625"
621,"160,000000","157,50000","2,5","6,25"
622,"160,000000","157,50000","2,5","6,25"
623,"160,000000","157,00000",3,9
624,"160,000000","157,00000",3,9
625,"160,000000","157,00000",3,9
626,"160,000000","157,00000",3,9
627,"160,000000","157,00000",3,9
628,"160,000000","157,00000",3,9
629,"160,000000","157,25000","2,75","7,5625"
630,"160,000000","157,25000","2,75","7,5625"
631,"160,000000","157,25000","2,75","7,5625"
632,"160,000000","156,75000","3,25","10,5625"
633,"160,000000","156,75000","3,25","10,5625"
634,"160,000000","156,75000","3,25","10,5625"
635,"160,000000","157,25000","2,75","7,5625"
636,"160,000000","157,25000","2,75","7,5625"
637,"160,000000","157,25000","2,75","7,5625"
638,"160,000000","157,00000",3,9
639,"160,000000","157,00000",3,9
640,"160,000000","157,00000",3,9
641,"160,000000","158,00000",2,4
642,"160,000000","158,00000",2,4
643,"160,000000","158,25000","1,75","3,0625"
644,"160,000000","158,25000","1,75","3,0625"
645,"160,000000","158,25000","1,75","3,0625"
646,"160,000000","158,00000",2,4
647,"160,000000","158,00000",2,4
648,"160,000000","158,00000",2,4
649,"160,000000","158,00000",2,4
650,"160,000000","158,00000",2,4
651,"160,000000","158,00000",2,4
652,"160,000000","158,75000","1,25","1,5625"
653,"160,000000","158,75000","1,25","1,5625"
654,"160,000000","158,75000","1,25","1,5625"
655,"160,000000","158,00000",2,4
656,"160,000000","158,00000",2,4
657,"160,000000","158,00000",2,4
658,"160,000000","158,00000",2,4
659,"160,000000","158,25000","1,75","3,0625"
660,"160,000000","157,75000","2,25","5,0625"
661,"160,000000","157,75000","2,25","5,0625"
662,"160,000000","157,75000","2,25","5,0625"
663,"160,000000","157,25000","2,75","7,5625"
664,"160,000000","157,25000","2,75","7,5625"
665,"160,000000","157,25000","2,75","7,5625"
666,"160,000000","156,75000","3,25","10,5625"
667,"160,000000","156,75000","3,25","10,5625"
668,"160,000000","156,75000","3,25","10,5625"
669,"160,000000","157,25000","2,75","7,5625"
670,"160,000000","157,25000","2,75","7,5625"
671,"160,000000","157,25000","2,75","7,5625"
672,"160,000000","156,75000","3,25","10,5625"
673,"160,000000","156,75000","3,25","10,5625"
674,"160,000000","156,75000","3,25","10,5625"
675,"160,000000","156,75000","3,25","10,5625"
676,"160,000000","156,75000","3,25","10,5625"
677,"160,000000","157,75000","2,25","5,0625"
678,"160,000000","157,75000","2,25","5,0625"
679,"160,000000","157,75000","2,25","5,0625"
680,"160,000000","158,00000",2,4
681,"160,000000","158,00000",2,4
682,"160,000000","158,00000",2,4
683,"160,000000","158,50000","1,5","2,25"
684,"160,000000","158,50000","1,5","2,25"
685,"160,000000","158,50000","1,5","2,25"
686,"160,000000","158,75000","1,25","1,5625"
687,"160,000000","158,75000","1,25","1,5625"
688,"160,000000","158,75000","1,25","1,5625"
689,"160,000000","159,25000","0,75","0,5625"
690,"160,000000","159,25000","0,75","0,5625"
691,"160,000000","159,25000","0,75","0,5625"
692,"160,000000","159,25000","0,75","0,5625"
693,"160,000000","159,25000","0,75","0,5625"
694,"160,000000","159,00000",1,1
695,"160,000000","159,00000",1,1
696,"160,000000","159,00000",1,1
697,"160,000000","158,75000","1,25","1,5625"
698,"160,000000","158,75000","1,25","1,5625"
699,"160,000000","158,75000","1,25","1,5625"
700,"160,000000","158,25000","1,75","3,0625"
701,"160,000000","158,25000","1,75","3,0625"
702,"160,000000","158,25000","1,75","3,0625"
703,"160,000000","157,25000","2,75","7,5625"
704,"160,000000","157,25000","2,75","7,5625"
705,"160,000000","157,25000","2,75","7,5625"
706,"160,000000","157,00000",3,9
707,"160,000000","157,00000",3,9
708,"160,000000","155,75000","4,25","18,0625"
709,"160,000000","155,75000","4,25","18,0625"
710,"160,000000","155,75000","4,25","18,0625"
711,"160,000000","156,25000","3,75","14,0625"
712,"160,000000","156,25000","3,75","14,0625"
713,"160,000000","156,25000","3,75","14,0625"
714,"160,000000","156,25000","3,75","14,0625"
715,"160,000000","156,25000","3,75","14,0625"
716,"160,000000","156,25000","3,75","14,0625"
717,"160,000000","156,25000","3,75","14,0625"
718,"160,000000","156,25000","3,75","14,0625"
719,"160,000000","157,25000","2,75","7,5625"
720,"160,000000","157,25000","2,75","7,5625"
,,,"1937,5","7938,777778"
